ID,Timestamp,Tweet URL,Group,Category,Topic,Keywords,Account handle,Account name,Account type,Joined,Following,Followers,Tweet,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets
16-93,13/04/23 17:43:38,https://twitter.com/shiningtwicexo/status/1458059415441924098,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, npa",@shiningtwicexo,✌👊🚫,Anonymous,04/10,3971,3463,Dinala itong mga batang IP sa isa sa mga nagkukunyaring schools na recruitment ground pala ng salot ng bansa na CPP-NPA-NDF (Salugpungan Ta Tanu Igkanogon to be exact) tapos dinala pa sila sa retreat place sa University of San Carlos sa Cebu City.,"Text, Reply",09/11/21 21:10,https://drive.google.com/file/d/1ZqcvON2PNg7Aqu0UL0abvWYdlDqHL8Lb/view?usp=sharing,Rational,2,2,0,0
16-94,13/04/23 17:47:32,https://twitter.com/KevinDeanDivein/status/1510915652705431553,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, npa",@KevinDeanDivein,Dean_Devlin,Anonymous,01/22,878,688,"☺️
It's not actually being publicized Maria but that's what the essence of NTF-ELCAC is for.
Though it is not reported by the MSM but the proof, among others, that the TF have programs for IP is the shutdown of Salugpungan Schools that is a front for CPP-NDF-NPA recruitment.","Text, Reply",04/04/22 17:42,https://drive.google.com/file/d/1kzUz7pRur9sdjR4ipdQ2tAAbe0_CZCKr/view?usp=sharing,Rational,2,1,0,0
16-95,13/04/23 19:50:13,https://twitter.com/KevinDeanDivein/status/1501000082111434756,16,REDT,Red-tagging of Lumads/Lumad schools,"sos, network, npa",@KevinDeanDivein,Dean_Devlin,Anonymous,01/22,878,688,"SOS Network is a front organization that is pro CPP-NDF-NPA.
Many of our celebrities are unwittingly supporting this group since they do not know it is for the retention of the schools organized and managed by the CPP-NDF-NPA.",Text,08/03/22 09:01,https://drive.google.com/file/d/1MjAHJasx46obbKSSotavbszQJ3waXIO8/view?usp=sharing,Rational,7,0,0,0
16-96,14/04/23 15:53:22,https://twitter.com/05072017Jesus/status/1069370802527596544,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, school, npa",@05072017Jesus,Roland Abiqui,Identified,08/17,5318,1055,It is their mind-conditioning ground.They are using government funds to advance their cause. It is a wake up call to all the Filipinos that this so called CPP NPA NDF is really not doing anything good to the community. They are just destroying the future of our youth and nation.,"Text, Reply",03/12/18 07:20,https://drive.google.com/file/d/1v60Zt0HRcJ6yX3ai2lULiZYIHfDXIKyi/view?usp=sharing,Rational,9,0,3,0
16-97,14/04/23 16:04:42,https://twitter.com/cinecinecine30/status/1294641555572011008,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, school, npa",@cinecinecine30,cinecinecine30,Anonymous,09/15,150,1619,"gaga. kaya pinasara ang ""lumad school"" dahil npa curriculum sila at hindi sumusunod sa alintuntunin ng deped. tse!

{Alt-image: Tweet from Samira Gutoc about defending Mindanao from EJK deaths and closure of Lumad schools}","Text, Image",15/08/20 22:26,https://drive.google.com/file/d/1gok5KzLEWHdFy25qeLrQHnKxI_YzM_EZ/view?usp=sharing,Emotional,266,42,47,9
16-98,14/04/23 18:58:05,https://twitter.com/FierceTita/status/1285961123171205120,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@FierceTita,Fierce Tita,Anonymous,06/20,517,1534,"Walang mare-recruit sa school. I remember iyong mga Lumad schools ginawa nilang breeding ground ng mga terorista to the extent na kailangang ipasara ang mga schools. 

Iyong mga NPA-NDF talaga sinasakyan lahat ng mga issue for their I'll motives.","Text, Reply",22/07/20 23:33,https://drive.google.com/file/d/1XJeGGb7gasRIaedszW_EKaCwwWoh_XSp/view?usp=sharing,Emotional,1,0,0,0
16-99,14/04/23 19:19:28,https://twitter.com/tinkerbeen/status/1019801224340574208,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@tinkerbeen,tinkerbee,Anonymous,08/14,60,412,"Those are basic numbers and can easily be edited to reach thousands. Lumad ancestral lands and homes are being used by NPA as food source and shelter, and schools are being used to brainwash and recruit members.

https://news.abs-cbn.com/news/02/01/18/duterte-vows-p100-m-for-lumad-ancestral-domain-devt","Text, URL",19/07/18 12:28,https://drive.google.com/file/d/1U3-ZLiCx0pFs1IKAnTbxF9TEWLAGzgCR/view?usp=sharing,Rational,0,3,0,0
16-100,14/04/23 21:52:58,https://twitter.com/maurgaux91/status/1553278872359030784,16,REDT,Red-tagging of Lumads/Lumad schools,"alcadev, npa",@maurgaux91,Margaux Tamerlane 🇵🇭,Anonymous,11/21,259,292,"Mislead pa more. Save our schools and ALCADEV were shutdown bc they're teaching communism and radicalizing kids at a very young age to rebel against the Govt. Those were not accredited by Deped and was funded by the terrorist CPP-NPA-NDF!

{Alt-image: Quote from Rodrigo Duterte about bombing of Lumad schools that are operating legally and teaching children to rebel}","Text, Image, Reply",30/07/22 15:18,https://drive.google.com/file/d/12BUx5gA5ulljZB3HMErBzshF6Alq-pWP/view?usp=sharing,Rational,0,1,0,0
16-101,15/04/23 21:30:34,https://twitter.com/tonyoscartoons/status/1553248681532526593,16,REDT,Red-tagging of Lumads/Lumad schools,"alcadev, npa",@tonyoscartoons,Tonyoscartoons,Anonymous,10/21,537,465,"Kabataan, Alcadev and Salugpungan are CTGCPPNPANDF. Unmask and eliminate these parasites!
@ntfelcac","Text, Reply",30/07/22 13:18,https://drive.google.com/file/d/189Cq5cZ8OVjmYoX5_Jm9FLD_tGU8kg8K/view?usp=sharing,Emotional,8,0,0,0
16-102,15/04/23 21:41:20,https://twitter.com/cinecinecine30/status/1102323242792964096,16,REDT,Red-tagging of Lumads/Lumad schools,"save, our, schools, npa",@cinecinecine30,cinecinecine30,Anonymous,09/15,150,1618,save our schools network - npa front na naman!,"Text, Reply",04/03/19 05:41,https://drive.google.com/file/d/1yppEnYU5oAfqnfpdff8BhcE5A7iSOeZC/view?usp=sharing,Emotional,1,0,0,0
16-103,15/04/23 21:43:25,https://twitter.com/kaizercerezo/status/1206958838319943680,16,REDT,Red-tagging of Lumads/Lumad schools,"save, our, schools, npa",@kaizercerezo,Kaizer Cerezo,Identified,06/19,33,2,"Putangina. Save Our Schools Network would constantly deny links with the NPA and decry redtagging. Eh klaro naman na ang mga miyembro at supporters nyo, NPA. 

Ulol. Huwag kami. #HandsOffOurChildren

{Alt-images: Screenshots of the Twitter account of Mon Sy, a professor at UP Diliman and a Lumad school teacher  ","Text, Image",17/12/19 23:26,https://drive.google.com/file/d/11AKXN4ZCpR5UU4hQBCX5cY5GipfCf4_M/view?usp=sharing,Emotional,1,0,0,0
16-104,15/04/23 21:47:26,https://twitter.com/CommiesPH/status/1292512045783367681,16,REDT,Red-tagging of Lumads/Lumad schools,"save, our, schools, npa",@CommiesPH,Commies of PH #JunkTerrorists,Anonymous,06/19,124,102,"Retweeted by Casino. Save our Schools is another CPP-NPA-NDF front intended to save the Salugpungan Schools/NPA recruitment hubs targeting indigenous people. #JunkTerrorists #NotoCPPNPANDF

{Alt-image: Screenshot of a tweet by Save Our Schools Network}","Text, Image",10/08/20 01:24,https://drive.google.com/file/d/10lvcG54l89-1YpioeJltoqX3YbNdna6w/view?usp=sharing,Rational,3,0,1,0
16-105,15/04/23 21:51:40,https://twitter.com/cinecinecine30/status/1361285438086868994,16,REDT,Red-tagging of Lumads/Lumad schools,"save, our, schools, npa",@cinecinecine30,cinecinecine30,Anonymous,09/15,150,1618,save our schools network is an npa indoctrination school,"Text, Reply",15/02/21 20:05,https://drive.google.com/file/d/17-omZqLwZSRr-S51s-hinmXjBXZuqXWE/view?usp=sharing,Rational,12,1,0,0
16-106,16/04/23 12:13:49,https://twitter.com/shiningtwicexo/status/1389232952446316550,16,REDT,Red-tagging of Lumads/Lumad schools,"save, our, schools, npa",@shiningtwicexo,✌👊🚫,Anonymous,04/10,3969,3464,"Oops, huli kang balbon. Wag kayong bibili ng paintings ng bata ito dahil popondohan na naman yan ng so-called ""school"" na may kinaalaman ito sa CPP-NPA-NDF. Malinaw po na yung Save Our Schools Network ay pretend to be school pero naging pugad na pala ng CPP-NPA-NDF.

{Alt-image: Screenshot of a tweet from an individual selling paintings to support Save Our Schools Network}","Text, Image",03/05/21 22:58,https://drive.google.com/file/d/1-f1IRjlYEjL1xkhxzgm42H3TPWN5vGU6/view?usp=sharing,"Rational, Emotional",4,1,3,0
16-107,16/04/23 11:26:19,https://twitter.com/shiningtwicexo/status/1389236608193363975,16,REDT,Red-tagging of Lumads/Lumad schools,"save, our, schools, npa",@shiningtwicexo,✌👊🚫,Anonymous,04/10,3969,3464,"More information na bakit ang Save Our Schools Network ay may kinaalaman sa CPP-NPA-NDF, nandito sa baba yung malinaw na paliwanag.

https://notoviolence.ph/2019/07/27/exploiting-lumad-schools-how-the-npa-embeds-to-philippine-society/","Text, URL, Reply",03/05/21 23:13,https://drive.google.com/file/d/12IHa4HTwt0vIUl2ccEHicV3rw4JJKLds/view?usp=sharing,Rational,3,0,2,0
16-108,16/04/23 12:57:25,https://twitter.com/ExposePinoy/status/1297148298411700225,16,REDT,Red-tagging of Lumads/Lumad schools,"bakwit, npa",@ExposePinoy,Pinoy Exposé,Anonymous,01/20,299,50,"MAINSTREAM MEDIA vs TRUTH part 2

Sa dokyu ni Atom Araullo na ""Iskul Kong Bakwit"" binibigyang pokus ang mga Salugpungan schools na itinayo ng CPP-NPA-NDF na parang kawalan para sa mga katutubo na maipasara ang mga komunistang eskwelahan.

{Alt-image: Poster of ""Ang Iskul Kong Bakwit"" documentary tagged as opinion of CPP-NPA-NDF vs. photos of IPs protesting for education","Text, Image",22/08/20 20:27,https://drive.google.com/file/d/1X2O3plQTpn2XqITVYKwubj5ddun3ywlH/view?usp=sharing,Rational,1,1,2,0
16-109,16/04/23 13:05:07,https://twitter.com/gigaigurlmd/status/1361374804658577409,16,REDT,Red-tagging of Lumads/Lumad schools,"bakwit, npa",@gigaigurlmd,Giga Basilio Igurashi🩺,Anonymous,02/20,689,753,"Rescuing IP children from being KIDNAPPED and EXPLOITED a disruption of their schooling? Y were they taken away frm their parents & community? For their ""education""? Wat r they learning in this bakwit school? Stop teaching them to become child soldiers & sex slaves for the NPA!!!","Text, Reply",16/02/21 02:00,https://drive.google.com/file/d/1igVgXsUdS5sXXWo7Yzt9e9CN3EZ4m-cT/view?usp=sharing,Emotional,7,0,3,0
16-110,16/04/23 13:17:34,https://twitter.com/fro_126/status/1553014308577198080,16,REDT,Red-tagging of Lumads/Lumad schools,"salugpungan, npa",@fro_126,FRO. Accustrip,Anonymous,08/11,245,154,Very body now knows what this salugpungan schools are. NPA brain washer and recruitment tools. Wag kami Cullamat masunog ka.,"Text, Reply",29/07/22 21:47,https://drive.google.com/file/d/1g6n3IrQRI0rzAQfCO1qa3b4i85CN3j4f/view?usp=sharing,Emotional,6,0,0,0
16-111,16/04/23 16:32:22,https://twitter.com/kotawinters/status/1170553659710562305,16,REDT,Red-tagging of Lumads/Lumad schools,"salugpungan, communist",@kotawinters,jane abao,Identified,06/08,1078,12476,"Salugpungan, a CPP school where children are molded to become perfect agents of the communist cause. 
The rebels have intensified their recruitment and indoctrination of students in hotbeds of radicalization, which are mostly state-run universities.

http://beta.tribune.net.ph/index.php/2019/09/07/get-joma-sison/","Text, URL",08/09/19 12:25,https://drive.google.com/file/d/1fco4j9YE4khPeazdUAlPjQbJUjFSbtg5/view?usp=sharing,Rational,7,0,2,0
16-112,16/04/23 16:56:06,https://twitter.com/Phil_Insider/status/1362060509579673604,16,REDT,Red-tagging of Lumads/Lumad schools,"salugpungan, communist",@Phil_Insider,Philippine Insider,Anonymous,10/20,0,618,"Salugpungan schools are schools built by the Communist Party of the Philippines-New People’s Army-National Democratic Front, which in turn was closed by DepEd.","Text, Reply",17/02/21 23:25,https://drive.google.com/file/d/1VSBBtopDEuiu3kZG4hcwYrr_ZYLTFY1g/view?usp=sharing,Rational,2,0,0,0
16-113,16/04/23 17:42:37,https://twitter.com/wagkamote/status/1501709771459547136,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, cpp, npa",@wagkamote,CamoteTrader↗️,Anonymous,10/13,1024,610,Ang termino na Lumad ay gawa ng CPP-NPA-NDF para makakuha ng mga contribution galing sa international communities.  IPs dont call themselves Lumad. Manahimik kung walang alam.,"Text, Reply",10/03/22 08:01,https://drive.google.com/file/d/1J7B6WhS2SxeQ4-yxaS9GfkSneSIA6YRe/view?usp=sharing,Rational,0,1,0,0
16-114,16/04/23 18:47:05,https://twitter.com/alexrey_cat/status/1361542626332188674,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, schools, cpp, npa",@alexrey_cat,🅰🅻🅴🆇🅰🅽🅳🅴🆁,Anonymous,06/17,290,96,"What schools? Ahh, those brainwash factories where you put these poor IP kids to teach them to hate the government taking up arms against it and ultimately ending up as cannon fodders for a pointless war waged by communists?","Text, Reply",16/02/21 13:07,https://drive.google.com/file/d/1ITdG8QcJ0IrGj7HZUImbdBeqMiP14DJ8/view?usp=sharing,Emotional,1,0,0,1
16-115,17/04/23 01:37:13,https://twitter.com/greencross123/status/890380907097489408,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@greencross123,J.S.C,Anonymous,06/09,4985,3243,"these are the Lumad schools, that are said to be under control by NPA in some areas of mindanao",Text,27/07/17 09:18,https://drive.google.com/file/d/1q-OkxCgD-W4tS_0_AZSpmIDf4d678g9y/view?usp=share_link,Rational,0,0,0,0
16-116,17/04/23 01:29:18,https://twitter.com/juan_alaska/status/877148840637341696,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@juan_alaska,alaskador,Anonymous,07/14,383,8,Lumad school ay npa rebel school. Yan ang binobola ng npa para lumaban sa sundalo,"Text, Reply",20/06/17 20:59,https://drive.google.com/file/d/1VEEsm7H7xSqSR45RQss-N2nrl6S2VmKH/view?usp=share_link,Rational,0,0,0,0
16-117,17/04/23 01:40:58,https://twitter.com/juan_alaska/status/890778556489375744,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@juan_alaska,alaskador,Anonymous,07/14,383,8,2 klase ang lumad. Isa ay maka npa. Yun isa pa ay maka militar. May school ang lumad. Ang pag aral sa paghawak ng baril,"Text, Reply",28/07/17 11:38,https://drive.google.com/file/d/1sQW-X0mqhy5Kfyi5072ERDaq1W7YoFdj/view?usp=share_link,Rational,0,0,0,0
16-118,17/04/23 15:22:46,https://twitter.com/DagakakAnton/status/948151016783994880,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, terrorist",@DagakakAnton,Anton Dagakak,Identified,11/17,184,16,"Why! Have been their in lumad area. Don't you know that some lumads are member of Communists/terrorist. Ur a bias ass hole dogshittttt.
","Text, Reply",02/01/18 19:16,https://drive.google.com/file/d/1TK3jm03TxEh6uBda5HsZ5l35NTL3PYM_/view?usp=share_link,Emotional,0,0,0,0
16-119,17/04/23 01:44:03,https://twitter.com/juan_alaska/status/890787255295418368,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@juan_alaska,alaskador,Anonymous,07/14,383,8,"madami kasing lumad na niloloko ng npa. May skul pa.","Text, Reply",28/07/17 12:13,https://drive.google.com/file/d/1U6YtugTVCB__UU36sBjygEo7Q2nYAzAq/view?usp=share_link,Rational,0,0,0,0
16-120,17/04/23 01:45:58,https://twitter.com/miciiAR/status/891239237827403776,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@miciiAR,micii,Anonymous,07/15,54,4,"kaya hindi kayo umuunlad mga lumad dahil ginagatasan din kayo ng mga npa. kinukuha mga maggaling at malalakas nyong mga anak pra maging npa.","Text, Reply",29/07/17 18:09,https://drive.google.com/file/d/1ULgkJQa4FmReI9EemsJUpCxPOK0QUTDC/view?usp=share_link,Rational,0,0,0,0
16-121,17/04/23 01:47:55,https://twitter.com/SamohKan/status/889675705641869313,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@SamohKan,Samo Kan,Anonymous,06/11,417,197,"pati lumad schools nila sa Caraga bisto na NPA indoctrination! YES sa wakas!","Text, Reply",25/07/17 10:36,https://drive.google.com/file/d/1Rga0hqs-WCZu8EAHANQqMHRD0oM8QCOx/view?usp=share_link,Emotional,2,0,0,0
16-122,17/04/23 01:52:35,https://twitter.com/Duterte_Tracker/status/892963900832067584,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@Duterte_Tracker,Duterte Tracker,Anonymous,05/12,226,216,"Tama si Tatay Digong! Ginagamit lang pala talaga ng NPA ang mga Lumad! August 03, 2017 at 12:22PM … http://ift.tt/2uYcPS1","Text, URL",03/08/17 12:22,https://drive.google.com/file/d/1H1XVTAmsBgVs-a5ON2BJKiLUB7kVvUVJ/view?usp=share_link,Emotional,0,0,0,0
16-123,17/04/23 01:55:09,https://twitter.com/foxwildson/status/893077307027574785,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@foxwildson,saulo nulo,Anonymous,09/09,72,16,TAMA si DUTERTE: Ito ang PATUNAY na GINAGAMIT ng BAYAN MUNA at NPA ang mga PAARALAN ng mga LUMAD http://fb.me/3664BP0dD,"Text, URL",03/08/17 19:53,https://drive.google.com/file/d/1k0qRd4Wzxq_bOwCd-vMIGlRSg1nZl3Lq/view?usp=share_link,Emotional,0,0,0,0
16-124,17/04/23 01:57:36,https://twitter.com/Duterte_Tracker/status/893005379600351232,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@Duterte_Tracker,Duterte Tracker,Anonymous,05/12,226,216,"TAMA si DUTERTE: Ito ang PATUNAY na GINAGAMIT ng BAYAN MUNA at NPA ang mga PAARALAN ng mga LUMAD August 03, 2017 a… http://ift.tt/2vrwgng","Text, URL",03/08/17 15:07,https://drive.google.com/file/d/10dbSUb1hu8_PSZWM362BVVhcgbHmwn3h/view?usp=share_link,Emotional,0,0,0,0
16-125,17/04/23 02:00:40,https://twitter.com/Rich_nlove/status/911251558028865536,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@Rich_nlove,ritchel prado,Identified,03/17,50,1,"@kristinamisajon 
@diiiaaane
 lumad brothers na nauto ng LP?Lumad mga NPA!kayo mga REBELDE!SALOT!",Text,22/09/17 23:31,https://drive.google.com/file/d/14CGl3Uee-9E_gminDifbkFQUi_ZL7zOQ/view?usp=share_link,Emotional,0,0,0,1
16-126,17/04/23 15:28:48,https://twitter.com/blackjackellite/status/1153242225028919297,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, terrorist",@blackjackellite,nameless,Anonymous,07/14,596,154,Arenyou aware that lumad schools are used to for teaching the children being terrorist https://t.co/Vs3lljVz9X,"Text, Reply, URL",22/07/19 17:55,https://drive.google.com/file/d/1_WVfoDvx3el8FoUlxKwL_CYdzNpo7Ty9/view?usp=share_link,Rational,0,0,0,0
16-127,17/04/23 02:08:33,https://twitter.com/jomar823/status/937882693294891008,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@jomar823,Jose Cuervo,Anonymous,02/13,19,4,"Yes moro terrorists and lumad who are members of NPA, another terrorist group..","Text, Reply",05/12/17 11:13,https://drive.google.com/file/d/1mM-hNhjS37tUM9OSOCBhyiOmb8zXnF7X/view?usp=share_link,Rational,0,0,0,0
16-128,17/04/23 02:12:18,https://twitter.com/Etnad08972903/status/941607221791571968,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@Etnad08972903,"BBM support",Anonymous,11/17,117,99,"These lumad groups are cohorts with the npa terorist.","Text, Reply",15/12/17 17:53,https://drive.google.com/file/d/1MjCW2oo3Bkk_13Or5Ng0mYdt9-uDvD3i/view?usp=share_link,Rational,0,0,0,0
16-129,17/04/23 02:14:44,https://twitter.com/JimmyBERNAL9/status/938991462011748357,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@JimmyBERNAL9,Jimmy BERNAL,Anonymous,03/17,1,1,"@gmanews
 .. mga NPA yang mga Lumad na nasa Mendiola. Hindi yan mga tunay na Lumad sa Surigao. Ibagsak ang GAGONG NPA !!!","Text, Reply",08/12/17 12:39,https://drive.google.com/file/d/1yyg1dnTRqIFNgvXI6zg0RdM837uscMLg/view?usp=share_link,"Rational, Emotional",1,0,0,0
16-130,17/04/23 02:16:20,https://twitter.com/wabutoy/status/938976767800262656,16,REDT,Red-tagging of Lumads/Lumad schools,"lumad, npa",@wabutoy,nyana,Anonymous,05/16,57,4,hay naku... naglolokuhan lng tayo. ang tinawag nyang farmers at lumad ay mga NPA recruits at supporters. #dontme,"Text, Reply",08/12/17 11:41,https://drive.google.com/file/d/1uwd_L8uI8ixRfBvw1QVJnPvs1MppLX5M/view?usp=share_link,"Rational, Emotional",0,0,0,0
16-131,17/04/23 02:31:08,https://twitter.com/haydeenturner/status/892414496056193024,16,REDT,Red-tagging of Lumads/Lumad schools,"alcadev, npa",@haydeenturner,Jojo Conales,Identified,08/09,1327,376,"You are wrong! He will bomb the structure without anybody inside...PDU30 wants to bomb the school because of rebellious teaching (NPA).","Text, Reply",01/08/17 23:59,https://drive.google.com/file/d/1VW10MVxOacuc8PeWwDwiM9QsVCfXpqvB/view?usp=sharing,Emotional,0,1,0,0
16-132,17/04/23 13:35:15,https://twitter.com/AnlaboTsong/status/1049074119273340929,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, npa",@AnlaboTsong,Anlabo Tsong™,Anonymous,02/12,576,13924,“Tinuruan kami ng NPA humawak ng armas sa loob ng eskwelahan”- IP YOUTH LEADERS https://facebook.com/story.php?story_fbid=1948596988558988&id=1318300334921993,"Text, URL",08/10/18 7:08,https://drive.google.com/file/d/1u1lZUZ5okhPM9qKneVUUyMMvsIBh7CdN/view?usp=share_link,Rational,0,0,0,0
16-133,17/04/23 13:44:56,https://twitter.com/jcmanila/status/1070607580509044736,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, npa",@jcmanila,MAMITA SAYS 👵🏼 | ❤💚🇵🇭,Anonymous,06/09,2224,4790,"So mga IP pala ang nire-recruit niyo, LP/CPP/NPA, ha?!! 🤨😡 Pag-igtingin ang seguridad ng ating mga lumad laban sa mga rebelde! #SupportOurTroops #YesToMartialLaw","Text, Reply",06/12/18 17:15,https://drive.google.com/file/d/1SMUTKJa_ToYthOLiWPnSWHLqgPkpEqz1/view?usp=share_link,Emotional,1,0,0,0
16-134,17/04/23 13:52:07,https://twitter.com/c0rin_lo/status/1153244775987830784,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, npa",@c0rin_lo,corinarina,Identified,11/09,35,47,"Naah, those aren’t IP schools, those are “How to become NPAs” schools. I should know, I went there. 🤷🏻‍♀️ https://t.co/ETnOxcXL83","Text, Reply, URL",22/07/19 18:05,https://drive.google.com/file/d/1N-jIGQwYxnQtt5AN_IVu6taNdJkFqQGq/view?usp=share_link,Rational,2,0,1,0
16-135,17/04/23 14:01:24,https://twitter.com/prdxbz/status/1151043568766730240,16,REDT,Red-tagging of Lumads/Lumad schools,"ip, npa",@prdxbz,"Gagong mga NPA
",Anonymous,07/19,140,3,"@sarahelago
 iha 60 years old na ako ng makita ko mga ip leaders sa townhall forum lumilitaw na masama ang npa sana itigil nyo na yan kasama kau ng npa",Text,16/07/19 16:19,https://drive.google.com/file/d/1ticjoIGr_lzOMJqlcuTcJJh5Dr0d65wX/view?usp=share_link,Emotional,,,,
16-136,17/04/23 14:26:50,https://twitter.com/TimilKearb/status/968404405459365893,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@TimilKearb,Breaking Limits,Anonymous,02/18,3,1,Estupida! Gaga lumad schools are welcoming rebels! Hindi ka nag babasa natural may mga lumad schools na nagtuturo ng rebellion sino hindi maiinis at ayaw pagbobombahin pag ganyan tonta!,"Text, Reply",27/02/18 16:36,https://drive.google.com/file/d/1XHYjEz5t9eEZGWyjBjmPcEIUjdz1IZ_8/view?usp=share_link,Emotional,0,1,0,0
16-137,17/04/23 14:28:34,https://twitter.com/BambieDucay/status/959877799099228160,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@BambieDucay,bamz,Identified,01/15,360,66,Na bomba na po ba? Kasi kayo lng ang ang pakalat na bombahim ang school nang lumad. Masyado nyu nman na cut Yong sentence nang pangulo. Kng school nang lumad ay namumugaran nang NPA mabuti pa na bombahin nlng ang school Kasi puro npa na ang nandon. Nag aantay aq kng na bumba na.,"Text, Reply",04/02/18 3:54,https://drive.google.com/file/d/1AU0Ja_29PPjzADAIEcXR7DVd8iJfQT-F/view?usp=share_link,Emotional,0,0,0,0
16-138,17/04/23 14:35:48,https://twitter.com/LakanAbdullah/status/1065527485926793217,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@LakanAbdullah,Lakan Abdullah,Anonymous,04/18,48,2,May support support the Lumad ka pang nalalama  para namang hndi namin alam na kayo ang nag tterrorised ng mga lumad! Support kamo the  distruction ng rerrorist school and save the lumad from CPP NPA NDF!,"Text, Reply",22/11/18 16:48,https://drive.google.com/file/d/1Aqn1tpa-vF6GSpUSF6n0EmP1oMNQl-EH/view?usp=share_link,Emotional,0,0,0,0
16-139,17/04/23 14:45:22,https://twitter.com/nursefadsie/status/1069003224101867520,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@nursefadsie,🐬فادس🐬,Identified,05/10,1410,432,"Ginagawang kasapi ng NPA ang mga lumad for their propaganda. Pupunta sa schools and say stuff like how militarization has caused their displacement. At an early age, binebrainwash nila mga students. Kapag may rally +5 kapag sumama ka. 🤣🤣🤣","Text, Reply",02/12/18 7:00,https://drive.google.com/file/d/1-vZVr2wkqZRiexv3Hq-dQfL716hNOcKA/view?usp=share_link,Rational,0,0,0,0
16-140,17/04/23 14:45:31,https://twitter.com/jaravejohn/status/1211100687473315840,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@jaravejohn,😂,Anonymous,08/19,22,0,Wagka mag alala sa na disappoint sayo..kakarampot lang sila..basta wagka magpadala sa NPA organization na yan.lumad school training ground ng mga NPA.,"Text, Reply",29/12/19 9:44,https://drive.google.com/file/d/18yspDuxTwhD36UznZPUouz3BpJJSPWNf/view?usp=share_link,Rational,0,0,0,0
16-141,17/04/23 14:48:06,https://twitter.com/PokeningD/status/1235418929817776130,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@PokeningD,GAYZ 4 DU30,Anonymous,03/20,4,0,"Buti na lang pinapasabog nila yung lumad schools. Mga NPA sila diba?
",Text,05/03/20 12:16,https://drive.google.com/file/d/1C2AveiYpIJID7njAO2R7pu3VSgedrMs8/view?usp=share_link,Rational,0,0,0,0
16-142,17/04/23 15:02:03,https://twitter.com/ondz5214/status/1361372044890284035,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@ondz5214,dexter onda,Identified,03/11,133,39,"hahahaha.. LUMAD schools that are being a training grounds of NPA's?","Text, Reply",16/02/21 1:49,https://drive.google.com/file/d/1hXYcBa4MJPllq6H-GJPg3YC_A7732FTA/view?usp=share_link,Rational,0,1,0,0
16-143,17/04/23 15:08:59,https://twitter.com/channisi/status/1512932467811905539,16,REDT,Red-tagging of Lumads/Lumad schools,"npa, lumad, schools",@channisi,Mister T 陳尼希 נחמיה טאן 👊👊👊,Anonymous,06/09,1077,650,"Randy David never really turn back from his NPA ideology, nahuli yan NPA lumad school 🚸 na iba ang Nat'l. Anthem nila","Text, Reply",10/04/22 7:16,https://drive.google.com/file/d/1G2_NmUhZ-ZSSJdAq32x5YrR9HJyFIA2h/view?usp=share_link,Rational,1,0,0,0
